file,source,rights,shortcode,date
2022-04-19_CcihPNTvyA7_2.jpg,instagram.com/@shavitness post CcihPNTvyA7,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CcihPNTvyA7,2022-04-19
2022-05-21_Cd1L81FvM59.jpg,instagram.com/@shavitness post Cd1L81FvM59,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Cd1L81FvM59,2022-05-21
2022-08-06_Cg7eAVMPzo3_0.jpg,instagram.com/@shavitness post Cg7eAVMPzo3,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Cg7eAVMPzo3,2022-08-06
2022-08-06_Cg7eAVMPzo3_1.jpg,instagram.com/@shavitness post Cg7eAVMPzo3,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Cg7eAVMPzo3,2022-08-06
2022-08-06_Cg7eAVMPzo3_2.jpg,instagram.com/@shavitness post Cg7eAVMPzo3,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Cg7eAVMPzo3,2022-08-06
2022-08-27_Chx-XzbvC7e_0.jpg,instagram.com/@shavitness post Chx-XzbvC7e,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Chx-XzbvC7e,2022-08-27
2022-08-27_Chx-XzbvC7e_1.jpg,instagram.com/@shavitness post Chx-XzbvC7e,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Chx-XzbvC7e,2022-08-27
2022-08-27_Chx-XzbvC7e_2.jpg,instagram.com/@shavitness post Chx-XzbvC7e,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Chx-XzbvC7e,2022-08-27
2022-08-27_Chx-XzbvC7e_3.jpg,instagram.com/@shavitness post Chx-XzbvC7e,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Chx-XzbvC7e,2022-08-27
2022-08-27_Chx-XzbvC7e_4.jpg,instagram.com/@shavitness post Chx-XzbvC7e,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Chx-XzbvC7e,2022-08-27
2022-09-05_CiI4tM9pVAi_0.jpg,instagram.com/@shavitness post CiI4tM9pVAi,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CiI4tM9pVAi,2022-09-05
2022-09-05_CiI4tM9pVAi_1.jpg,instagram.com/@shavitness post CiI4tM9pVAi,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CiI4tM9pVAi,2022-09-05
2022-09-17_Cinw_vCpk0a.jpg,instagram.com/@shavitness post Cinw_vCpk0a,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Cinw_vCpk0a,2022-09-17
2022-10-01_CjLaevaJTcw_0.jpg,instagram.com/@shavitness post CjLaevaJTcw,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CjLaevaJTcw,2022-10-01
2022-10-01_CjLaevaJTcw_1.jpg,instagram.com/@shavitness post CjLaevaJTcw,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CjLaevaJTcw,2022-10-01
2022-10-01_CjLaevaJTcw_2.jpg,instagram.com/@shavitness post CjLaevaJTcw,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CjLaevaJTcw,2022-10-01
2022-10-12_Cjn8kutP6Sh.jpg,instagram.com/@shavitness post Cjn8kutP6Sh,client-owned social post (@shavitness); reuse pending Shavit written sign-off,Cjn8kutP6Sh,2022-10-12
2023-01-12_CnUbvk_Jt2X_0.jpg,instagram.com/@shavitness post CnUbvk_Jt2X,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnUbvk_Jt2X,2023-01-12
2023-01-12_CnUbvk_Jt2X_1.jpg,instagram.com/@shavitness post CnUbvk_Jt2X,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnUbvk_Jt2X,2023-01-12
2023-01-20_CnpWG0Fvbi5_0.jpg,instagram.com/@shavitness post CnpWG0Fvbi5,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnpWG0Fvbi5,2023-01-20
2023-01-20_CnpWG0Fvbi5_1.jpg,instagram.com/@shavitness post CnpWG0Fvbi5,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnpWG0Fvbi5,2023-01-20
2023-01-20_CnpWG0Fvbi5_2.jpg,instagram.com/@shavitness post CnpWG0Fvbi5,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnpWG0Fvbi5,2023-01-20
2023-01-20_CnpWG0Fvbi5_3.jpg,instagram.com/@shavitness post CnpWG0Fvbi5,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnpWG0Fvbi5,2023-01-20
2023-01-20_CnpWG0Fvbi5_4.jpg,instagram.com/@shavitness post CnpWG0Fvbi5,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnpWG0Fvbi5,2023-01-20
2023-01-20_CnpWG0Fvbi5_5.jpg,instagram.com/@shavitness post CnpWG0Fvbi5,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnpWG0Fvbi5,2023-01-20
2023-01-20_CnpWG0Fvbi5_6.jpg,instagram.com/@shavitness post CnpWG0Fvbi5,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CnpWG0Fvbi5,2023-01-20
2023-02-03_CoNdIGIvRef_0.jpg,instagram.com/@shavitness post CoNdIGIvRef,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CoNdIGIvRef,2023-02-03
2023-02-03_CoNdIGIvRef_1.jpg,instagram.com/@shavitness post CoNdIGIvRef,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CoNdIGIvRef,2023-02-03
2023-02-03_CoNdIGIvRef_2.jpg,instagram.com/@shavitness post CoNdIGIvRef,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CoNdIGIvRef,2023-02-03
2023-04-01_CqfupyVItqw_0.jpg,instagram.com/@shavitness post CqfupyVItqw,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CqfupyVItqw,2023-04-01
2023-04-01_CqfupyVItqw_1.jpg,instagram.com/@shavitness post CqfupyVItqw,client-owned social post (@shavitness); reuse pending Shavit written sign-off,CqfupyVItqw,2023-04-01
